total,success,failure,corruptRecords
,,,"{'Time_GMT': datetime.datetime(2002, 8, 26, 21, 40), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 26, 21, 50), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 26, 22, 0), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 26, 22, 10), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 26, 22, 20), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 26, 22, 30), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 26, 22, 40), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 26, 22, 50), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 26, 23, 0), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 26, 23, 10), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 26, 23, 20), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 26, 23, 30), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 26, 23, 40), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 26, 23, 50), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 0, 0), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 0, 10), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 0, 20), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 0, 30), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 0, 40), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 0, 50), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 1, 0), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 1, 10), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 1, 20), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 1, 30), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 1, 40), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 1, 50), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 2, 0), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 2, 10), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 2, 20), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 2, 30), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 2, 40), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 2, 50), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 3, 0), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 3, 10), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 3, 20), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 3, 30), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 3, 40), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 3, 50), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 4, 0), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 4, 10), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 4, 20), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 4, 30), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 4, 40), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 4, 50), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 5, 0), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 5, 10), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 5, 20), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 5, 30), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 5, 40), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 5, 50), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 6, 0), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 6, 10), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 6, 20), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 6, 30), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 6, 40), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 6, 50), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 7, 0), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 7, 10), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 7, 20), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 7, 30), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 7, 40), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 7, 50), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 8, 0), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 8, 10), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 8, 20), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 8, 30), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 8, 40), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 8, 50), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 9, 0), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 9, 10), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 9, 20), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 9, 30), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 9, 40), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 9, 50), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 10, 0), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 10, 10), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 10, 20), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 10, 30), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 10, 40), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 10, 50), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 11, 0), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 11, 10), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 11, 20), 'Temp_C': '10.69'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 11, 30), 'Temp_C': '10.69'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 11, 40), 'Temp_C': '10.69'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 11, 50), 'Temp_C': '10.69'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 12, 0), 'Temp_C': '10.69'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 12, 10), 'Temp_C': '10.69'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 12, 20), 'Temp_C': '10.69'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 12, 30), 'Temp_C': '10.69'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 12, 40), 'Temp_C': '10.69'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 12, 50), 'Temp_C': '10.69'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 13, 0), 'Temp_C': '10.69'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 13, 10), 'Temp_C': '10.69'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 13, 20), 'Temp_C': '10.69'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 13, 30), 'Temp_C': '10.69'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 13, 40), 'Temp_C': '10.69'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 13, 50), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 14, 0), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 14, 10), 'Temp_C': '10.69'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 14, 20), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 14, 30), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 14, 40), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 14, 50), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 15, 0), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 15, 10), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 15, 20), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 15, 30), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 15, 40), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 15, 50), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 16, 0), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 16, 10), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 16, 20), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 16, 30), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 16, 40), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 16, 50), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 17, 0), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 17, 10), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 17, 20), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 17, 30), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 17, 40), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 17, 50), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 18, 0), 'Temp_C': '10.98'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 18, 10), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 18, 20), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 18, 30), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 18, 40), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 18, 50), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 19, 0), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 19, 10), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 19, 20), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 19, 30), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 19, 40), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 19, 50), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 20, 0), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 20, 10), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 20, 20), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 20, 30), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 20, 40), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 20, 50), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 21, 0), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 21, 10), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 21, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 21, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 21, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 21, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 22, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 22, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 22, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 22, 30), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 22, 40), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 22, 50), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 23, 0), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 23, 10), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 23, 20), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 23, 30), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 23, 40), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 27, 23, 50), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 0, 0), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 0, 10), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 0, 20), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 0, 30), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 0, 40), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 0, 50), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 1, 0), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 1, 10), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 1, 20), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 1, 30), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 1, 40), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 1, 50), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 2, 0), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 2, 10), 'Temp_C': '12.13'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 2, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 2, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 2, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 2, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 3, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 3, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 3, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 3, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 3, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 3, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 4, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 4, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 4, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 4, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 4, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 4, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 5, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 5, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 5, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 5, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 5, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 5, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 6, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 6, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 6, 20), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 6, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 6, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 6, 50), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 7, 0), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 7, 10), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 7, 20), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 7, 30), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 7, 40), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 7, 50), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 8, 0), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 8, 10), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 8, 20), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 8, 30), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 8, 40), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 8, 50), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 9, 0), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 9, 10), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 9, 20), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 9, 30), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 9, 40), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 9, 50), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 10, 0), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 10, 10), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 10, 20), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 10, 30), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 10, 40), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 10, 50), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 11, 0), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 11, 10), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 11, 20), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 11, 30), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 11, 40), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 11, 50), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 12, 0), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 12, 10), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 12, 20), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 12, 30), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 12, 40), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 12, 50), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 13, 0), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 13, 10), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 13, 20), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 13, 30), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 13, 40), 'Temp_C': '11.27'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 13, 50), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 14, 0), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 14, 10), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 14, 20), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 14, 30), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 14, 40), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 14, 50), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 15, 0), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 15, 10), 'Temp_C': '11.56'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 15, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 15, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 15, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 15, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 16, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 16, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 16, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 16, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 16, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 16, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 17, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 17, 10), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 17, 20), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 17, 30), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 17, 40), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 17, 50), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 18, 0), 'Temp_C': '11.84'}"
,,,"{'Time_GMT': datetime.datetime(2002, 8, 28, 18, 10), 'Temp_C': '11.84'}"
